[INTERNATIONALS_COUNT]
29,14

[INITIAL_TEAMS]
1369,-1
1335,-1
1318,-1
1354,-1
1362,-1
1343,-1
1318,-1
243,-1
115845,-1
32,-1
2,-1
110374,-1
116325,-1
191,-1
252,-1
191,80
209,80
256,80
111822,80
254,80
1787,80
256,-1
674,-1
229,-1
2014,4
231,4
229,4
230,4
674,-1
270,-1
271,-1
819,1
1788,1
271,1
1443,1
269,1
1786,1
819,-1
11,-1
10,-1
9,-1
10,13
1,13
9,13
2,13
17,13
18,13
5,13
13,13
11,13
116010,2216
116009,2216
116017,2216
73,-1
66,-1
73,16
69,16
378,16
65,16
72,16
66,16
64,16
219,16
379,16
74,16
1809,16
116033,2218
116034,2218
116035,2218
32,-1
29,-1
32,19
36,19
21,19
112172,19
22,19
1824,19
10029,19
111235,19
38,19
115998,2215
115997,2215
115995,2215
423,-1
305,-1
306,65
837,65
445,65
423,65
563,65
305,65
834,65
45,-1
115845,-1
131682,31
131681,31
45,31
115845,31
189,31
52,31
115841,31
110374,31
54,31
246,-1
1910,-1
247,10
246,10
1908,10
1906,10
245,10
1910,10
1903,10
100646,10
100632,10
634,10
417,-1
918,-1
918,41
417,41
300,41
299,41
298,41
114326,-1
873,-1
114326,66
1871,66
114393,66
873,66
110746,66
1896,-1
234,-1
237,308
234,308
236,308
1896,308
1887,308
1900,308
112513,308
112809,308
114510,308
489,308
110751,-1
308,-1
100761,330
310,330
114385,330
308,330
110075,330
100761,-1
86,-1
80,-1
78,50
86,50
77,50
80,50
81,50
100805,50
448,-1
457,-1
243,53
241,53
110062,53
240,53
448,53
457,53
449,53
483,53
461,53
463,53
116325,2222
116326,2222
116328,2222
320,-1
708,-1
320,56
433,56
710,56
700,56
708,56
1439,56
10032,-1
898,-1
894,189
896,189
900,189
10032,189
898,189
327,-1
436,-1
325,68
326,68
436,68
101014,68
111339,68
327,68
101041,68
113142,68
101037,68
741,68
116302,2221
605,-1
111396,351
111766,351
111397,351
111724,2012
112540,2012
111769,2012
111768,2012
114168,2149
113301,2149
113146,2149
1477,83
1473,83
2056,83
1478,83
605,350
112139,350
112387,350
112393,350
607,350
112096,350
112390,350
111674,350
567,-1
110986,-1
1876,-1
111710,-1
1876,353
111710,353
112670,353
1877,353
101088,353
110404,353
111711,353
110093,353
110395,353
101084,353
111716,353
111022,353
111019,353
101085,353
113009,-1

[LEAGUE_TEAM_COUNT]
80,12
4,16
1,12
13,20
14,24
60,24
61,24
2216,12
16,18
17,18
2218,12
19,18
20,18
2076,20
2215,12
65,10
31,20
32,20
10,18
41,16
66,18
308,18
330,16
50,12
53,20
54,22
2222,16
56,16
189,12
68,19
39,29
2221,14
351,13
2012,16
2149,13
83,12
350,18
353,28

