3,0
3,1
4,0
4,1
5,0
5,1
6,0
6,1
6,2
6,3
6,4
6,5
6,6
6,7
6,8
6,9
6,10
6,11
6,12
6,13
6,14
6,15
6,16
6,17
6,18
6,19
6,20
6,21
7,0
9,0
9,1
9,2
9,3
9,4
9,5
10,0
10,1
10,2
10,3
10,4
10,5
11,0
11,1
11,2
11,3
11,4
11,5
11,6
11,7
11,8
11,9
12,0
13,0
13,1
14,0
14,1
15,0
15,1
17,0
17,1
17,2
17,3
18,0
18,1
18,2
18,3
19,0
19,1
19,2
19,3
20,0
20,1
20,2
20,3
21,0
21,1
21,2
21,3
22,0
22,1
22,2
22,3
24,0
24,1
24,2
24,3
25,0
25,1
25,2
25,3
26,0
26,1
26,2
26,3
27,0
27,1
27,2
27,3
28,0
28,1
28,2
28,3
29,0
29,1
29,2
29,3
31,0
31,1
31,2
31,3
31,4
31,5
33,0
33,1
34,0
34,1
35,0
35,1
36,0
36,1
37,0
37,1
38,0
38,1
39,0
39,1
40,0
40,1
42,0
42,1
43,0
43,1
44,0
44,1
45,0
45,1
47,0
47,1
48,0
48,1
50,0
50,1
52,0
52,1
56,0
56,1
56,2
56,3
57,0
57,1
57,2
57,3
58,0
58,1
58,2
58,3
59,0
59,1
59,2
59,3
61,0
61,1
61,2
61,3
62,0
62,1
62,2
62,3
63,0
63,1
63,2
63,3
64,0
64,1
64,2
64,3
66,0
66,1
67,0
67,1
68,0
68,1
69,0
69,1
71,0
71,1
72,0
72,1
74,0
74,1
77,0
77,1
77,2
77,3
77,4
77,5
78,0
78,1
78,2
78,3
78,4
78,5
78,6
78,7
79,0
79,1
79,2
79,3
79,4
79,5
79,6
79,7
81,0
81,1
81,2
81,3
81,4
82,0
82,1
82,2
82,3
82,4
83,0
83,1
83,2
83,3
83,4
83,5
83,6
83,7
83,8
83,9
83,10
83,11
85,0
85,1
85,2
85,3
85,4
85,5
85,6
85,7
85,8
87,0
87,1
87,2
87,3
87,4
90,0
90,1
93,0
94,0
94,1
94,2
94,3
94,4
94,5
94,6
94,7
94,8
94,9
94,10
94,11
94,12
94,13
94,14
94,15
94,16
94,17
94,18
94,19
94,20
94,21
94,22
94,23
94,24
94,25
94,26
94,27
95,0
95,1
95,2
95,3
95,4
95,5
95,6
95,7
95,8
95,9
95,10
95,11
95,12
95,13
95,14
95,15
96,0
96,1
96,2
96,3
96,4
96,5
96,6
96,7
98,0
98,1
98,2
98,3
98,4
98,5
98,6
98,7
100,0
100,1
100,2
100,3
101,0
101,1
101,2
