1,0,1369
1,1,1335
1,2,1318
1,3,1354
1,4,1362
1,5,-1
1,6,-1
1,7,-1
54,0,1343
54,1,1318
75,0,-1
75,1,-1
75,2,-1
75,3,-1
75,4,-1
75,5,-1
75,6,-1
75,7,-1
75,8,-1
75,9,-1
75,10,-1
75,11,-1
75,12,-1
75,13,-1
75,14,-1
75,15,-1
91,0,243
174,0,115845
174,1,32
237,0,2
237,1,110374
295,0,116325
320,0,191
320,1,252
338,0,191
338,1,209
338,2,256
338,3,111822
338,4,254
338,5,1787
344,0,256
351,0,674
351,1,229
373,0,2014
373,1,231
373,2,229
373,3,230
379,0,674
384,0,270
384,1,271
402,0,819
402,1,1788
402,2,271
402,3,1443
402,4,269
402,5,1786
408,0,819
416,0,11
416,1,10
532,0,9
719,0,10
719,1,1
719,2,9
719,3,2
719,4,17
719,5,18
719,6,5
719,7,13
719,8,11
755,0,116010
755,1,116009
755,2,116017
762,0,73
762,1,66
817,0,73
817,1,69
817,2,378
817,3,65
817,4,72
817,5,66
817,6,64
817,7,219
817,8,379
817,9,74
817,10,1809
832,0,116033
832,1,116034
832,2,116035
848,0,32
848,1,29
914,0,32
914,1,36
914,2,21
914,3,112172
914,4,22
914,5,1824
914,6,10029
914,7,111235
914,8,38
933,0,115998
933,1,115997
933,2,115995
937,0,423
937,1,305
953,0,306
953,1,837
953,2,445
953,3,423
953,4,563
953,5,305
953,6,834
965,0,45
965,1,115845
1019,0,131682
1019,1,131681
1019,2,45
1019,3,115845
1019,4,189
1019,5,52
1019,6,115841
1019,7,110374
1019,8,54
1037,0,246
1037,1,1910
1062,0,247
1062,1,246
1062,2,1908
1062,3,1906
1062,4,245
1062,5,1910
1062,6,1903
1062,7,100646
1062,8,100632
1062,9,634
1066,0,417
1066,1,918
1088,0,918
1088,1,417
1088,2,300
1088,3,299
1088,4,298
1092,0,114326
1092,1,873
1120,0,114326
1120,1,1871
1120,2,114393
1120,3,873
1120,4,110746
1124,0,1896
1124,1,234
1149,0,237
1149,1,234
1149,2,236
1149,3,1896
1149,4,1887
1149,5,1900
1149,6,112513
1149,7,112809
1149,8,114510
1149,9,489
1153,0,110751
1153,1,308
1177,0,100761
1177,1,310
1177,2,114385
1177,3,308
1177,4,110075
1183,0,100761
1190,0,86
1190,1,80
1218,0,78
1218,1,86
1218,2,77
1218,3,80
1218,4,81
1218,5,100805
1233,0,448
1233,1,457
1333,0,243
1333,1,241
1333,2,110062
1333,3,240
1333,4,448
1333,5,457
1333,6,449
1333,7,483
1333,8,461
1333,9,463
1347,0,116325
1347,1,116326
1347,2,116328
1351,0,320
1351,1,708
1369,0,320
1369,1,433
1369,2,710
1369,3,700
1369,4,708
1369,5,1439
1373,0,10032
1373,1,898
1391,0,894
1391,1,896
1391,2,900
1391,3,10032
1391,4,898
1398,0,327
1398,1,436
1424,0,325
1424,1,326
1424,2,436
1424,3,101014
1424,4,111339
1424,5,327
1424,6,101041
1424,7,113142
1424,8,101037
1424,9,741
1509,0,116302
1527,0,605
1549,0,111396
1549,1,111766
1549,2,111397
1565,0,111724
1565,1,112540
1565,2,111769
1565,3,111768
1569,0,114168
1569,1,113301
1569,2,113146
1578,0,1477
1578,1,1473
1578,2,2056
1578,3,1478
1585,0,605
1585,1,112139
1585,2,112387
1585,3,112393
1585,4,607
1585,5,112096
1585,6,112390
1585,7,111674
1596,0,567
1655,0,110986
1718,0,1876
1718,1,111710
1734,0,1876
1734,1,111710
1734,2,112670
1734,3,1877
1734,4,101088
1734,5,110404
1734,6,111711
1734,7,110093
1734,8,110395
1734,9,101084
1734,10,111716
1734,11,111022
1734,12,111019
1734,13,101085
1749,0,113009
