DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240816,2000,378,219
20240817,1600,69,1819
20240817,1800,70,76
20240817,2000,1738,73
20240818,1400,1809,71
20240818,1600,57,72
20240818,1600,379,65
20240818,1600,1530,64
20240818,1945,74,66
20240823,2000,64,378
20240824,1600,72,1809
20240824,1800,219,379
20240824,2000,73,70
20240825,1400,76,74
20240825,1600,65,1530
20240825,1600,1819,1738
20240825,1600,71,57
20240825,1945,66,69
20240830,2000,69,64
20240831,1600,378,1819
20240831,1800,66,76
20240831,2000,1809,219
20240901,1400,379,74
20240901,1600,1530,72
20240901,1600,1738,57
20240901,1600,70,71
20240901,1945,65,73
20240913,2000,57,69
20240914,1600,1819,65
20240914,1800,73,378
20240914,2000,64,66
20240915,1400,74,70
20240915,1600,1809,1738
20240915,1600,76,1530
20240915,1600,71,379
20240915,1945,219,72
20240920,2000,72,1819
20240921,1600,69,1738
20240921,1800,379,73
20240921,2000,74,64
20240922,1400,378,1809
20240922,1600,1530,71
20240922,1600,70,57
20240922,1600,65,76
20240922,1945,66,219
20240927,2000,76,219
20240928,1600,69,70
20240928,1800,57,378
20240928,2000,73,74
20240929,1400,71,1819
20240929,1600,1738,65
20240929,1600,1530,379
20240929,1600,1809,66
20240929,1945,64,72
20241004,2000,66,71
20241005,1600,76,64
20241005,1800,219,1530
20241005,2000,74,69
20241006,1400,65,1809
20241006,1600,1819,57
20241006,1600,378,1738
20241006,1600,379,70
20241006,1945,72,73
20241018,2000,1819,64
20241019,1600,73,76
20241019,1800,70,219
20241019,2000,71,72
20241020,1400,1738,66
20241020,1600,57,379
20241020,1600,378,74
20241020,1600,1809,1530
20241020,1945,69,65
20241025,2000,72,69
20241026,1600,66,57
20241026,1800,70,1809
20241026,2000,64,65
20241027,1400,76,71
20241027,1600,1530,1819
20241027,1600,379,378
20241027,1600,74,1738
20241027,1945,219,73
20241101,2000,378,72
20241102,1600,1819,76
20241102,1800,71,219
20241102,2000,65,66
20241103,1400,69,1530
20241103,1600,57,74
20241103,1600,1738,70
20241103,1600,1809,379
20241103,1945,73,64
20241108,2000,1530,73
20241109,1600,219,57
20241109,1800,64,71
20241109,2000,72,65
20241110,1400,70,378
20241110,1600,1738,379
20241110,1600,76,69
20241110,1600,74,1809
20241110,1945,66,1819
20241122,2000,65,74
20241123,1600,72,76
20241123,1800,1819,70
