DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240830,1730,116000,115995
20240831,1100,116002,115996
20240831,1300,115997,116005
20240901,1300,115998,116004
20240901,1730,116021,116003
20240901,1830,116001,115999
20240913,1730,116005,115998
20240914,1100,115999,116002
20240914,1300,115995,116021
20240915,1300,115996,115997
20240915,1730,116004,116000
20240915,1830,116003,116001
20240920,1730,116001,115996
20240921,1100,115998,116003
20240921,1300,116000,115997
20240922,1300,116002,116005
20240922,1730,116021,116004
20240922,1830,115995,115999
20240927,1730,116005,116001
20240928,1100,116000,116021
20240928,1300,115997,115998
20240929,1300,116004,115995
20240929,1730,115996,115999
20240929,1830,116003,116002
20241004,1730,116001,115997
20241005,1100,115998,116021
20241005,1300,115995,116003
20241006,1300,115999,116004
20241006,1730,115996,116005
20241006,1830,116002,116000
20241011,1730,116004,115996
20241012,1100,116003,115999
20241012,1300,116000,116001
20241013,1400,115998,115995
20241013,1730,115997,116002
20241013,1830,116021,116005
20241018,1730,116002,116021
20241019,1100,116005,116003
20241019,1300,115999,116000
20241020,1300,116001,115998
20241020,1730,115997,116004
20241020,1830,115996,115995
20241101,1730,115998,116002
20241102,1100,116021,115999
20241102,1300,115995,115997
20241103,1300,116000,116005
20241103,1730,116004,116001
20241103,1830,116003,115996
20241108,1730,116005,116004
20241109,1300,116002,115995
20241109,1730,115999,115998
20241109,1830,115997,116003
20241110,1100,116001,116021
20241110,1300,115996,116000
20241115,1730,116003,116004
20241116,1100,115999,115997
20241116,1300,116021,115996
20241117,1300,115998,116000
20241117,1730,116002,116001
20241117,1830,115995,116005
20241206,1730,115997,116021
20241207,1100,116001,115995
20241207,1300,115996,115998
20241208,1300,116005,115999
20241208,1730,116004,116002
20241208,1830,116000,116003
20241213,1730,115999,116001
20241214,1100,116003,116021
20241214,1300,115996,116002
20241215,1300,116004,115998
20241215,1730,116005,115997
20241215,1830,115995,116000
20250130,1730,116000,116004
20250204,1730,115997,115996
20250204,1730,116021,115995
20250204,1830,115998,116005
20250205,1730,116002,115999
20250205,1830,116001,116003
20250207,1730,115997,116000
20250208,1100,116003,115998
20250208,1300,115996,116001
20250209,1300,116005,116002
20250209,1730,115999,115995
20250209,1830,116004,116021
20250214,1730,115999,115996
20250215,1100,115995,116004
20250215,1300,116021,116000
20250216,1300,116002,116003
20250216,1730,116001,116005
20250216,1830,115998,115997
20250307,1730,116005,115996
20250308,1100,116000,116002
20250308,1300,116004,115999
20250309,1300,116003,115995
20250309,1730,116021,115998
20250309,1830,115997,116001
20250314,1730,116002,115997
20250315,1100,115996,116004
20250315,1730,115995,115998
20250316,1300,115999,116003
20250316,1730,116005,116021
20250316,1830,116001,116000
20250328,1730,116000,115999
20250329,1100,116003,116005
20250329,1300,116021,116002
20250410,1730,116004,115997
20250410,1730,115998,116001
20250410,1830,115995,115996
20250413,1200,115996,116003
20250413,1200,115997,115995
20250413,1200,115999,116021
20250413,1200,116001,116004
20250413,1200,116002,115998
20250413,1200,116005,116000
20250424,1730,116003,115997
20250424,1730,115995,116002
20250424,1830,115998,115999
20250425,1730,116000,115996
20250427,1730,116021,116001
20250427,1830,116004,116005
20250502,1730,115997,115999
20250503,1100,116000,115998
20250503,1300,116005,115995
20250504,1300,116004,116003
20250504,1730,116001,116002
20250504,1830,115996,116021
20250511,1430,115995,116001
20250511,1430,115998,115996
20250511,1430,116002,116004
20250511,1430,115999,116005
20250511,1430,116003,116000
20250511,1430,116021,115997
