DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240920,2000,116036,116033
20240921,1330,116040,116044
20240921,1330,116042,116035
20240921,1330,116416,116417
20240921,1330,131724,116039
20240922,2000,116037,116034
20240927,2000,116033,131724
20240928,1330,116035,116416
20240928,1330,116037,116040
20240928,1330,116039,116036
20240928,1330,116417,116044
20240929,2000,116034,116042
20241004,2000,116034,116416
20241005,1330,116042,116417
20241005,1330,116040,116039
20241005,1330,131724,116036
20241005,1330,116044,116035
20241006,2000,116033,116037
20241011,2000,116039,116033
20241012,1330,116037,131724
20241012,1330,116035,116040
20241012,1330,116036,116042
20241012,1330,116416,116044
20241013,2000,116417,116034
20241018,2000,116034,116036
20241019,1330,116040,116417
20241019,1330,116042,131724
20241019,1330,116416,116037
20241019,1330,116044,116039
20241020,2000,116035,116033
20241101,2000,116036,116040
20241102,1330,116037,116042
20241102,1330,116039,116416
20241102,1330,116417,116035
20241102,1330,131724,116044
20241103,2000,116033,116034
20241108,2000,116034,131724
20241109,1330,116035,116037
20241109,1330,116417,116039
20241109,1330,116044,116036
20241109,1330,116416,116040
20241110,2000,116042,116033
20241115,2000,116040,116034
20241116,1330,116039,116042
20241116,1330,116037,116417
20241116,1330,116036,116416
20241116,1330,131724,116035
20241117,2000,116033,116044
20241122,2000,116034,116039
20241123,1330,116036,116035
20241123,1330,116042,116040
20241123,1330,131724,116417
20241123,1330,116044,116037
20241124,2000,116416,116033
20241206,2000,116035,116034
20241207,1330,116039,116037
20241207,1330,116416,131724
20241207,1330,116044,116042
20241207,1330,116417,116036
20241208,2000,116040,116033
20241213,2000,116034,116044
20241214,1330,116035,116039
20241214,1330,116040,131724
20241214,1330,116042,116416
20241214,1330,116037,116036
20241215,2000,116033,116417
20250107,2000,116036,116034
20250108,1730,116417,116042
20250108,1730,131724,116037
20250108,1730,116044,116040
20250108,1730,116416,116035
20250108,2000,116033,116039
20250117,2000,116035,116042
20250118,1330,116036,116044
20250118,1330,116037,116416
20250118,1330,116039,131724
20250118,1330,116417,116040
20250119,2000,116034,116033
20250131,2000,116037,116033
20250201,1330,116042,116039
20250201,1330,116040,116035
20250201,1330,116416,116036
20250201,1330,116044,116417
20250202,2000,131724,116034
20250214,2000,116033,116042
20250215,1330,116036,131724
20250215,1330,116035,116044
20250215,1330,116039,116040
20250215,1330,116417,116416
20250216,2000,116034,116037
20250228,2000,131724,116033
20250301,1330,116044,116416
20250301,1330,116035,116417
20250301,1330,116040,116037
20250301,1330,116042,116036
20250302,2000,116039,116034
20250314,2000,116033,116040
20250315,1330,116036,116039
20250315,1330,116037,116044
20250315,1330,116416,116042
20250315,1330,116417,131724
20250316,2000,116034,116035
20250321,2000,116042,116034
20250322,1330,116040,116036
20250322,1330,116035,131724
20250322,1330,116417,116037
20250322,1330,116416,116039
20250323,2000,116044,116033
20250328,2000,116044,116034
20250329,1330,131724,116042
20250329,1330,116040,116416
20250329,1330,116037,116035
20250329,1330,116039,116417
20250330,2000,116033,116036
20250411,2000,116034,116040
20250412,1330,116036,116417
20250412,1330,116039,116044
20250412,1330,116042,116037
20250412,1330,131724,116416
20250413,2000,116033,116035
20250423,1730,116035,116036
20250423,1730,116040,116042
20250423,1730,116037,116039
20250423,1730,116417,116033
20250423,1730,116044,131724
20250423,1730,116416,116034
20250507,1730,131724,116040
20250507,1730,116039,116035
20250507,1730,116042,116044
20250507,1730,116036,116037
20250507,1730,116033,116416
20250507,1730,116034,116417
