DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240817,1730,50,110374
20240817,1730,110556,131682
20240817,1945,1746,111811
20240817,1945,131681,54
20240818,1730,206,48
20240818,1730,189,55
20240818,1945,1842,52
20240818,1945,115841,205
20240819,1730,347,115845
20240819,1945,45,1745
20240824,1730,50,131681
20240824,1730,55,115841
20240824,1945,111811,110556
20240824,1945,131682,347
20240825,1730,110374,205
20240825,1730,54,115845
20240825,1945,48,189
20240825,1945,52,1746
20240826,1730,1842,1745
20240826,1945,206,45
20240830,1730,205,54
20240830,1945,131682,115845
20240831,1730,347,1842
20240831,1730,189,1746
20240831,1945,48,50
20240831,1945,115841,131681
20240901,1730,110374,111811
20240901,1730,110556,206
20240901,1945,55,1745
20240901,1945,45,52
20240913,1945,115845,110374
20240914,1400,1842,48
20240914,1700,1745,189
20240914,1945,1746,45
20240915,1130,110556,52
20240915,1400,111811,131682
20240915,1400,115841,206
20240915,1700,50,55
20240915,1945,131681,205
20240916,1945,54,347
20240920,1945,115845,1745
20240921,1400,1842,1746
20240921,1700,110374,115841
20240921,1945,131682,131681
20240922,1130,206,54
20240922,1400,111811,189
20240922,1400,347,50
20240922,1700,52,55
20240922,1945,45,48
20240923,1945,205,110556
20240927,1945,189,115845
20240928,1400,1745,206
20240928,1700,1746,110374
20240928,1945,110556,45
20240929,1130,131681,347
20240929,1400,48,111811
20240929,1400,50,1842
20240929,1700,52,205
20240929,1945,54,115841
20240930,1945,55,131682
20241004,1945,115845,110556
20241005,1400,189,50
20241005,1700,206,205
20241005,1945,131682,54
20241006,1130,115841,1746
20241006,1400,55,347
20241006,1400,48,1745
20241006,1400,111811,52
20241006,1700,45,1842
20241006,1945,110374,131681
20241018,1945,347,110374
20241019,1400,1842,54
20241019,1700,1745,50
20241019,1945,52,131682
20241020,1130,110556,189
20241020,1400,1746,48
20241020,1400,206,111811
20241020,1700,205,115845
20241020,1945,45,115841
20241021,1945,131681,55
20241025,1945,115845,206
20241026,1400,115841,110556
20241026,1700,189,131681
20241026,1945,110374,52
20241027,1130,55,1842
20241027,1400,54,1745
20241027,1400,48,347
20241027,1400,111811,205
20241027,1700,50,1746
20241027,1945,131682,45
20241029,1945,131681,48
20241030,1730,115845,111811
20241030,1730,1842,189
20241030,1730,1746,131682
20241030,1730,1745,115841
20241030,1730,110556,110374
20241030,1730,205,55
20241030,1730,347,206
20241030,1945,45,50
20241031,1945,52,54
20241102,1400,115841,1842
20241102,1700,1746,1745
20241102,1700,111811,131681
20241102,1945,48,115845
20241103,1130,206,52
20241103,1400,189,347
20241103,1400,131682,205
20241103,1700,50,110556
20241103,1945,54,110374
20241104,1945,55,45
20241108,1945,115845,55
20241109,1400,110374,206
20241109,1700,1842,131681
20241109,1945,45,54
20241110,1130,110556,1745
20241110,1400,111811,115841
20241110,1400,205,50
20241110,1400,347,1746
20241110,1700,52,189
20241110,1945,131682,48
20241122,1945,1745,110374
20241123,1400,1746,55
20241123,1700,110556,1842
20241123,1945,131681,45
20241124,1130,206,131682
20241124,1400,54,111811
20241124,1400,115841,189
20241124,1700,50,115845
20241124,1945,48,52
20241125,1945,205,347
20241129,1945,131681,1746
20241130,1400,189,205
20241130,1700,1842,206
20241130,1945,50,115841
20241201,1130,1745,111811
20241201,1400,52,115845
20241201,1400,55,110556
20241201,1700,347,45
20241201,1945,110374,131682
20241202,1945,54,48
20241206,1945,45,189
20241207,1400,52,347
20241207,1700,48,115841
20241207,1945,115845,131681
20241208,1130,110556,54
20241208,1400,110374,1842
20241208,1400,206,1746
20241208,1700,111811,55
20241208,1945,131682,50
20241209,1945,205,1745
20241213,1945,189,110374
20241214,1400,1842,115845
20241214,1700,1745,52
20241214,1945,131681,110556
20241215,1130,1746,54
20241215,1400,50,206
20241215,1400,347,111811
20241215,1700,55,48
20241215,1945,115841,131682
20241216,1945,45,205
20241220,1945,115845,1746
20241221,1400,206,131681
20241221,1700,131682,1745
20241221,1945,52,50
20241222,1130,111811,45
20241222,1400,205,1842
20241222,1400,54,189
20241222,1700,347,115841
20241222,1945,110556,48
20241223,1945,110374,55
20241227,1945,189,206
20241228,1400,115841,115845
20241228,1700,48,205
20241228,1945,45,110374
20241229,1130,1745,347
20241229,1400,50,111811
20241229,1400,55,54
20241229,1700,1746,110556
20241229,1945,131681,52
20241230,1945,1842,131682
20250104,1700,1745,131681
20250104,1700,115845,45
20250104,1945,206,55
20250104,1945,52,115841
20250105,1130,131682,189
20250105,1400,347,110556
20250105,1700,54,50
20250105,1700,111811,1842
20250105,1945,110374,48
20250105,1945,205,1746
20250110,1945,189,52
20250111,1400,1746,347
20250111,1700,110556,50
20250111,1945,131681,1842
20250112,1130,48,206
20250112,1400,111811,110374
20250112,1400,115841,1745
20250112,1700,55,115845
20250112,1945,54,45
20250113,1945,205,131682
20250117,1945,115845,48
20250118,1400,1745,55
20250118,1700,1842,347
20250118,1945,131682,1746
20250119,1130,110374,54
20250119,1400,189,111811
20250119,1400,206,115841
20250119,1700,50,205
20250119,1945,45,131681
20250120,1945,52,110556
20250124,1945,1745,115845
20250125,1400,1746,189
20250125,1700,110556,111811
20250125,1945,131681,50
20250126,1130,115841,110374
20250126,1400,54,1842
20250126,1400,347,131682
20250126,1700,55,52
20250126,1945,48,45
20250127,1945,205,206
20250131,1945,45,1746
20250201,1400,115845,54
20250201,1700,189,1745
20250201,1945,52,48
20250202,1130,110374,110556
20250202,1400,111811,206
20250202,1400,50,347
20250202,1700,55,205
20250202,1945,131681,131682
20250203,1945,1842,115841
20250207,1945,1842,50
20250208,1400,54,110556
20250208,1700,48,55
20250208,1945,1745,45
20250209,1130,115841,111811
20250209,1400,1746,131681
20250209,1400,206,115845
20250209,1700,347,189
20250209,1945,131682,110374
20250210,1945,205,52
20250214,1945,131681,206
20250215,1400,115845,1842
20250215,1700,189,54
20250215,1945,115841,48
20250216,1130,110374,1745
20250216,1400,111811,347
20250216,1400,110556,205
20250216,1700,50,52
20250216,1945,45,131682
