DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240809,2000,3,91
20240809,2000,1801,1794
20240810,1230,1951,1792
20240810,1230,12,1960
20240810,1230,97,1795
20240810,1230,1961,106
20240810,1230,1952,1919
20240810,1230,8,1790
20240810,1230,15,109
20240810,1230,1806,1800
20240811,1600,1807,1929
20240812,2000,1923,1796
20240816,2000,1800,1951
20240817,1230,91,12
20240817,1230,1790,1923
20240817,1230,109,8
20240817,1500,1795,1806
20240817,1500,1960,1801
20240817,1500,1794,15
20240817,1500,1929,1952
20240817,1500,1792,3
20240817,1500,1796,1961
20240817,1500,1919,97
20240818,1200,106,1807
20240823,2000,1807,8
20240824,1230,15,1929
20240824,1230,1919,1800
20240824,1230,1952,97
20240824,1500,3,1951
20240824,1500,1792,1794
20240824,1500,12,1790
20240824,1500,1801,1923
20240824,1500,1806,109
20240824,1500,106,1796
20240824,1500,1795,91
20240825,1500,1960,1961
20240830,2000,1923,15
20240831,1230,1796,3
20240831,1230,1961,12
20240831,1230,1800,1792
20240831,1500,91,1919
20240831,1500,8,1952
20240831,1500,97,1807
20240831,1500,1790,106
20240831,1500,1929,1806
20240831,1500,1951,1801
20240831,1500,109,1960
20240901,1500,1794,1795
20240913,2000,1952,1794
20240914,1230,8,1796
20240914,1230,1951,1806
20240914,1230,97,1923
20240914,1500,12,1801
20240914,1500,1929,106
20240914,1500,91,1961
20240914,1500,3,1919
20240914,1500,1807,15
20240914,1500,1795,1800
20240914,1500,1960,1792
20240915,1500,1790,109
20240920,2000,1806,1952
20240921,1230,15,97
20240921,1230,106,12
20240921,1230,1792,1795
20240921,1500,1923,1807
20240921,1500,1919,1951
20240921,1500,1961,8
20240921,1500,1796,1790
20240921,1500,1800,1960
20240921,1500,109,1929
20240921,1500,1794,91
20240922,1200,1801,3
20240927,2000,1929,1923
20240928,1230,91,1792
20240928,1230,3,15
20240928,1230,1807,109
20240928,1500,1795,106
20240928,1500,8,1800
20240928,1500,1952,1961
20240928,1500,1951,1796
20240928,1500,1790,1794
20240928,1500,12,1806
20240928,1500,97,1801
20240929,1500,1960,1919
20241001,1945,106,91
20241001,1945,109,12
20241001,1945,1794,1960
20241001,1945,15,1952
20241001,1945,1923,1951
20241001,1945,1800,3
20241001,1945,1796,1929
20241001,1945,1961,97
20241002,1945,1919,1807
20241002,1945,1792,8
20241002,1945,1801,1795
20241002,1945,1806,1790
20241004,2000,1919,1961
20241005,1330,1796,1801
20241005,1500,1800,1807
20241005,1500,91,15
20241005,1500,1790,1951
20241005,1500,1929,3
20241005,1500,1792,1952
20241005,1500,1794,1923
20241005,1500,1795,12
20241005,1500,106,8
20241005,1500,1960,1806
20241006,1200,109,97
20241018,2000,3,1960
20241019,1230,1961,1929
20241019,1500,1952,106
20241019,1500,8,1794
20241019,1500,1923,1795
20241019,1500,12,1919
20241019,1500,1951,109
20241019,1500,1801,1800
20241019,1500,15,1790
20241019,1500,1806,1792
20241019,1500,1807,1796
20241020,1200,97,91
20241022,1945,1951,91
20241022,1945,1961,1790
20241022,1945,1806,1919
20241022,1945,15,1800
20241022,2000,8,1795
20241022,2000,1952,1796
20241023,1945,3,109
20241023,1945,1801,1792
20241023,1945,97,1929
20241023,1945,1923,106
20241023,1945,1807,1960
20241023,2000,12,1794
20241025,2000,1919,8
20241026,1230,1796,15
20241026,1500,91,1952
20241026,1500,1800,1923
20241026,1500,1792,12
20241026,1500,1790,1807
20241026,1500,1929,1801
20241026,1500,109,1961
20241026,1500,1960,97
20241026,1500,106,1951
20241027,1230,1795,3
20241028,2000,1794,1806
20241101,2000,1961,1792
20241102,1230,3,1794
20241102,1500,1952,1790
20241102,1500,8,1929
20241102,1500,1951,1960
20241102,1500,1801,1919
20241102,1500,97,1796
20241102,1500,12,1800
20241102,1500,1923,109
20241102,1500,1807,1795
20241102,1500,1806,91
20241103,1230,15,106
20241105,1945,109,1796
20241105,1945,1960,1795
20241105,1945,97,8
20241105,1945,1951,1952
20241105,1945,1919,1794
20241105,2000,1807,1792
20241106,1945,3,1806
20241106,1945,1800,91
20241106,1945,1929,1790
20241106,1945,1801,106
20241106,2000,1923,1961
20241106,2000,15,12
20241108,2000,1795,1951
20241109,1230,1796,1960
20241109,1500,1961,3
20241109,1500,91,1929
20241109,1500,1952,109
20241109,1500,12,1923
20241109,1500,1792,1919
20241109,1500,1790,1801
20241109,1500,106,1800
20241109,1500,1794,1807
20241109,1500,1806,97
20241110,1230,8,15
20241122,2000,109,1792
20241123,1230,1800,1794
20241123,1500,3,1790
20241123,1500,1919,1796
20241123,1500,1801,91
20241123,1500,1929,1795
20241123,1500,1951,12
20241123,1500,1923,1952
20241123,1500,1960,8
