DatePlayed,KickOffTime,HomeTeamId,AwayTeamId
20240823,1930,23,32
20240824,1430,169,1831
20240824,1430,100409,38
20240824,1430,10029,576
20240824,1430,25,36
20240824,1430,112172,160
20240824,1730,22,1824
20240825,1430,175,21
20240825,1630,110329,111235
20240830,1930,1831,110329
20240831,1430,1824,10029
20240831,1430,36,169
20240831,1430,160,23
20240831,1430,38,22
20240831,1430,576,175
20240831,1730,32,112172
20240901,1430,111235,100409
20240901,1630,21,25
20240913,1930,22,111235
20240914,1430,23,36
20240914,1430,10029,32
20240914,1430,25,160
20240914,1430,175,1824
20240914,1430,112172,1831
20240914,1730,576,21
20240915,1430,100409,110329
20240915,1630,169,38
20240920,1930,100409,169
20240921,1430,1831,10029
20240921,1430,38,21
20240921,1430,160,576
20240921,1430,111235,25
20240921,1730,1824,23
20240922,1430,32,175
20240922,1630,36,22
20240922,1830,110329,112172
20240927,1930,22,160
20240928,1430,23,1831
20240928,1430,169,111235
20240928,1430,175,36
20240928,1430,25,110329
20240928,1430,112172,100409
20240928,1730,21,32
20240929,1430,576,1824
20240929,1630,10029,38
20241004,1930,38,25
20241005,1430,110329,169
20241005,1430,160,175
20241005,1430,32,576
20241005,1430,100409,23
20241005,1630,1831,22
20241006,1430,111235,112172
20241006,1630,36,10029
20241006,1830,1824,21
20241018,1930,21,36
20241019,1430,22,110329
20241019,1430,169,112172
20241019,1430,175,38
20241019,1430,25,100409
20241019,1430,576,1831
20241019,1630,32,1824
20241020,1430,10029,160
20241020,1630,23,111235
20241025,1930,110329,175
20241026,1430,36,576
20241026,1430,160,21
20241026,1430,38,32
20241026,1430,100409,22
20241026,1430,169,23
20241026,1630,112172,25
20241027,1430,111235,10029
20241027,1630,1831,1824
20241101,1930,32,36
20241102,1430,23,38
20241102,1430,21,1831
20241102,1430,25,169
20241102,1430,175,100409
20241102,1630,22,112172
20241103,1430,576,111235
20241103,1630,10029,110329
20241103,1830,1824,160
20241108,1930,1831,25
20241109,1430,169,22
20241109,1430,38,576
20241109,1430,110329,21
20241109,1430,160,32
20241109,1630,112172,23
20241110,1430,111235,175
20241110,1630,100409,10029
20241110,1830,36,1824
20241122,1930,10029,112172
20241123,1430,576,169
20241123,1430,36,160
20241123,1430,32,111235
20241123,1430,21,100409
20241123,1430,23,110329
20241123,1630,22,25
20241124,1430,175,1831
20241124,1630,1824,38
20241129,1930,25,23
20241130,1430,38,36
20241130,1430,110329,576
20241130,1430,100409,160
20241130,1430,1831,32
20241130,1430,112172,175
20241130,1630,22,21
20241201,1430,169,10029
20241201,1630,111235,1824
20241206,1930,21,111235
20241207,1430,32,110329
20241207,1430,175,169
20241207,1430,36,1831
20241207,1430,160,38
20241207,1430,576,112172
20241207,1630,23,22
20241208,1430,1824,100409
20241208,1630,10029,25
20241213,1930,110329,38
20241214,1430,23,576
20241214,1430,100409,32
20241214,1430,169,21
20241214,1430,1831,160
20241214,1630,25,175
20241215,1430,111235,36
20241215,1630,22,10029
20241215,1830,112172,1824
20241220,1930,576,100409
20241221,1430,10029,23
20241221,1430,175,22
20241221,1430,160,111235
20241221,1430,36,110329
20241221,1430,1824,169
20241221,1630,21,112172
20241222,1430,38,1831
20241222,1630,32,25
20250110,1930,169,160
20250111,1430,100409,36
20250111,1430,25,576
20250111,1430,10029,175
20250111,1430,110329,1824
20250111,1430,112172,38
20250111,1630,22,32
20250112,1430,111235,1831
20250112,1630,23,21
20250114,1730,160,110329
20250114,1930,32,169
20250114,1930,1831,100409
20250115,1730,1824,25
20250115,1730,36,112172
20250115,1930,175,23
20250115,1930,576,22
20250115,1930,38,111235
20250115,1930,21,10029
20250117,1930,1831,169
20250118,1430,32,23
20250118,1430,21,175
